run_id,mall_id,name,center_lon,center_lat,buffer_radius_m,tile_count,downloaded_tile_count,roof_candidate_tile_count,roof_candidate_count,roof_area_m2_est,existing_pv_tile_count,existing_pv_area_m2_est,install_condition_score,install_condition_level,review_required,review_status,evidence_dir,method,notes
20260713_shanghai_A_bdappv_v1,36,上海南翔印象城MEGA,121.30116565,31.30695218,1000,13,13,13,176,201937.87,1,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,42,上海真如环宇城MAX,121.40468423,31.25202127,1000,13,13,13,181,266922.2,1,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,52,上海环球港,121.40781458,31.23464669,1000,13,13,13,209,360027.45,0,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,74,上海仲盛世界商城,121.38260598,31.10907571,1000,13,13,13,209,198516.83,1,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,75,上海世博源,121.48818542,31.18528835,1000,13,13,11,101,180256.93,0,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,131,上海青浦万达茂,121.07821239,31.13530866,1000,13,13,12,92,104823.89,1,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,135,上海正大广场,121.49504338,31.23887719,1000,13,13,12,123,157581.9,0,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,142,上海万象城,121.36449682,31.17228125,1000,13,13,13,221,288679.88,2,436.81,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,155,上海爱琴海购物中心,121.36836341,31.17698686,1000,13,13,13,230,297550.96,3,288.21,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,157,上海七宝万科广场,121.34600444,31.15652967,1000,13,13,13,222,213826.51,1,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,210,上海聚峰中心,121.58531505,31.28351678,1000,13,13,13,233,229685.05,0,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,211,上海龙之梦城市生活中心,121.41192238,31.22085608,1000,13,13,13,219,280268.12,1,194.79,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,218,上海江桥万达广场,121.31901988,31.24181784,1000,13,13,13,155,259242.59,3,179.61,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,267,上海长泰广场,121.59779105,31.20795340,1000,13,11,11,123,238569.54,1,150.03,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,330,上海五角场万达广场,121.50903403,31.30289361,1000,13,0,0,0,0.0,0,0.0,0.0,unknown,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,341,上海嘉定中信泰富万达广场,121.25081159,31.33220737,1000,13,7,7,42,49729.11,3,147.51,0.8806,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,351,上海静安大融城,121.42220953,31.28199032,1000,13,10,10,229,271508.62,0,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,382,上海松江万达广场,121.23827157,31.05974421,1000,13,11,11,91,162557.77,2,459.25,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,435,上海久光中心,121.44655495,31.27822909,1000,13,12,12,177,200975.54,0,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,445,上海瑞虹天地太阳宫,121.49577993,31.26509026,1000,13,9,9,173,235556.73,3,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,502,上海凯德虹口商业中心,121.47342223,31.27294133,1000,13,0,0,0,0.0,0,0.0,0.0,unknown,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,510,龙湖上海虹桥天街,121.30852939,31.19379518,1000,13,5,5,33,45333.5,0,0.0,0.7762,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,525,上海宝山日月光中心,121.41306823,31.29665944,1000,13,0,0,0,0.0,0,0.0,0.0,unknown,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,560,上海宝山万达广场,121.44267862,31.32555717,1000,13,0,0,0,0.0,0,0.0,0.0,unknown,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,562,上海金山万达广场,121.33152406,30.75707896,1000,13,9,9,99,126574.69,1,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,586,上海百联中环购物广场,121.37932607,31.24764005,1000,13,13,13,217,178466.63,0,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,588,上海静安大悦城,121.46753883,31.24558780,1000,13,13,13,174,304400.64,0,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,599,上海崇明万达广场（A馆）,121.41323347,31.62789005,1000,13,13,13,215,232168.65,1,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,624,上海周浦万达广场,121.56545586,31.11670106,1000,13,13,13,185,255704.12,1,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,645,上海TODTOWN天荟,121.38237709,31.11174119,1000,13,13,13,178,190437.15,1,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,714,上海松江印象城一期,121.21817699,31.06364310,1000,13,13,13,186,287730.58,0,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,761,上海中庚漫游城,121.39284583,31.13294840,1000,13,13,13,180,164977.15,1,401.36,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,772,上海元祖梦世界,121.22162412,31.15037156,1000,13,13,13,173,245751.25,4,1990.08,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,782,上海七宝宝龙城,121.35021516,31.16070768,1000,13,13,13,182,203362.98,0,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,790,上海东渡蛙城,121.07701487,31.13688668,1000,13,13,12,93,158823.88,1,132.46,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,837,上海荟聚,121.35211062,31.22344032,1000,13,13,13,179,224148.07,1,229.75,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,847,上海国家会展中心商业广场,121.29768777,31.19149062,1000,13,13,12,75,144806.87,3,1063.82,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,922,上海颛桥万达广场,121.40165042,31.07292162,1000,13,13,13,219,193228.14,0,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,947,上海虹桥前湾印象城,121.27301367,31.21799803,1000,13,13,13,157,239440.34,0,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,987,上海日月光中心,121.46383641,31.20867246,1000,13,13,13,275,313899.61,1,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,991,上海五角场合生汇,121.51351415,31.30176747,1000,13,13,13,207,302808.59,1,237.96,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,992,上海青浦合生新天地,121.22432598,31.15341506,1000,13,13,13,99,259021.27,1,776.97,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,994,上海世纪汇广场,121.52281256,31.22943928,1000,13,13,13,235,361507.83,1,252.66,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1017,龙湖上海奉贤天街,121.49319595,30.91532763,1000,13,13,12,72,104158.36,2,947.05,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1146,上海周浦海印又一城,121.59622633,31.11752658,1000,13,13,12,127,207082.48,0,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1211,上海LCM置汇旭辉广场,121.55109458,31.24498431,1000,13,13,13,294,360320.0,1,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1212,上海LuOne凯德晶萃广场,121.47203205,31.21201268,1000,13,13,13,283,349288.43,1,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1251,上海国际时尚中心,121.55432924,31.27307747,1000,13,13,13,92,96407.72,1,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1283,上海龙光蓝鲸世界,121.89206708,30.89843528,1000,13,13,13,159,247399.74,2,2272.53,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1313,上海LaLaport啦啦宝都,121.59954034,31.25490080,1000,13,13,13,146,374310.03,2,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1379,上海百联嘉定购物中心,121.27397707,31.38816939,1000,13,12,12,178,207598.39,0,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1384,上海徐家汇中心,121.43007671,31.19553943,1000,13,0,0,0,0.0,0,0.0,0.0,unknown,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1415,上海港汇恒隆广场,121.43243546,31.19673632,1000,13,10,10,158,213103.8,0,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1436,上海首位SHOWAY一期,121.28829758,31.19173809,1000,13,5,3,8,61316.03,1,2010.07,0.9774,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1488,上海莘庄维璟印象城,121.35918068,31.13282578,1000,13,0,0,0,0.0,0,0.0,0.0,unknown,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1489,上海长风大悦城,121.39071768,31.22462693,1000,13,5,5,76,103080.63,0,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1496,上海光启城,121.42360659,31.18582215,1000,13,2,2,26,42103.84,0,0.0,0.67,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1521,上海118广场,121.37294537,31.23371646,1000,13,6,6,92,156837.63,1,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1543,上海长宁来福士广场,121.41015974,31.21829669,1000,13,13,13,252,305776.75,0,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1552,上海环贸iapm,121.45357614,31.21752581,1000,13,12,12,233,250255.67,0,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1556,上海前滩太古里,121.47685843,31.15468465,1000,13,0,0,0,0.0,0,0.0,0.0,unknown,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1557,上海宝山经纬汇,121.39453827,31.32479541,1000,13,0,0,0,0.0,0,0.0,0.0,unknown,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1567,上海嘉定大融城,121.27547016,31.33258295,1000,13,2,2,27,37944.81,1,0.0,0.6076,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1581,上海新田360广场（康桥店）,121.56095366,31.12764444,1000,13,13,13,168,244121.15,2,168.53,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1615,上海北外滩来福士,121.50272030,31.25460116,1000,13,13,13,160,247273.25,2,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1683,上海中集金地美兰城,121.34339432,31.40128183,1000,13,13,13,147,232726.24,1,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1705,上海大华锦绣嘉年华,121.52949586,31.18167572,1000,13,12,12,203,183531.34,1,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1787,上海百联又一城购物中心,121.51120393,31.30366385,1000,13,13,13,203,328983.11,2,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1791,上海云廊天街,121.32106186,31.09211211,1000,13,3,3,33,40850.97,0,0.0,0.6705,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
20260713_shanghai_A_bdappv_v1,1800,上海百联南桥购物中心,121.48030565,30.91727725,1000,13,8,8,80,169178.13,0,0.0,1.0,high,1,pending,C:\PV\outputs\experiments\mall_pv_potential_screening\20260713_shanghai_A_bdappv_v1,roof_heuristic_v0+pv_bdappv_google,PV uses BDAPPV model inference; roof potential uses an OpenCV heuristic; manual review required
